Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Interleukin-10 Production (GO:0032653)	1/46	0.20796607582317628	0.30511811124422217	0	0	4.412	6.928517925895823	INAVA
Regulation Of mRNA Catabolic Process (GO:0061013)	1/46	0.20796607582317628	0.30511811124422217	0	0	4.412	6.928517925895823	ZFP36
Amino Acid Transport (GO:0006865)	1/46	0.20796607582317628	0.30511811124422217	0	0	4.412	6.928517925895823	SLC6A17
Regulation Of Nervous System Development (GO:0051960)	1/46	0.20796607582317628	0.30511811124422217	0	0	4.412	6.928517925895823	BHLHE40
Regulation Of Gene Expression (GO:0010468)	8/1127	0.20925922215861495	0.3064561286257312	0	0	1.4436853181123699	2.258185863729331	PRDM8;MYLK2;PER1;CXCL8;BHLHE40;ZNF804A;ACTG2;BMP6
Brain Development (GO:0007420)	2/169	0.2101622620191555	0.30707738719008104	0	0	2.3869836085404947	3.7233969403762375	SLC6A17;AMIGO2
Regulation Of Wound Healing (GO:0061041)	1/47	0.21197506205285443	0.30707738719008104	0	0	4.315869565217391	6.695150809691267	SERPINE1
Response To Organonitrogen Compound (GO:0010243)	1/47	0.21197506205285443	0.30707738719008104	0	0	4.315869565217391	6.695150809691267	INAVA
Positive Regulation Of Lymphocyte Activation (GO:0051251)	1/47	0.21197506205285443	0.30707738719008104	0	0	4.315869565217391	6.695150809691267	CCL2
Insulin Receptor Signaling Pathway (GO:0008286)	1/47	0.21197506205285443	0.30707738719008104	0	0	4.315869565217391	6.695150809691267	GRB14
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	1/47	0.21197506205285443	0.30707738719008104	0	0	4.315869565217391	6.695150809691267	JUN
Metal Ion Transport (GO:0030001)	2/171	0.2138586447535184	0.30924883162199424	0	0	2.358496204650051	3.637838934832001	RYR2;SLC5A1
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	2/172	0.21570925369188115	0.3100625370470329	0	0	2.344503862150921	3.59605588334579	AMIGO2;ICAM1
Chloride Transmembrane Transport (GO:1902476)	1/48	0.21596395615216224	0.3100625370470329	0	0	4.223829787234043	6.473626345114923	SLC5A1
Regulation Of DNA Binding (GO:0051101)	1/48	0.21596395615216224	0.3100625370470329	0	0	4.223829787234043	6.473626345114923	JUN
Myelination (GO:0042552)	1/48	0.21596395615216224	0.3100625370470329	0	0	4.223829787234043	6.473626345114923	BCAS1
Regulation Of Neuron Projection Development (GO:0010975)	2/174	0.21941499455958205	0.31352130795076494	0	0	2.317007282123561	3.514414379075762	LTK;ZNF804A
Positive Regulation Of Cytokine Production (GO:0001819)	3/320	0.2197050671173794	0.31352130795076494	0	0	1.891006244769201	2.865761789135944	SERPINE1;PDE4B;INAVA
Positive Regulation Of miRNA Metabolic Process (GO:2000630)	1/49	0.21993285781620825	0.31352130795076494	0	0	4.135625	6.263126855504786	JUN
Regulation Of Cell Communication (GO:0010646)	1/49	0.21993285781620825	0.31352130795076494	0	0	4.135625	6.263126855504786	RYR2
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	13/2028	0.22175885559085629	0.3155648139735371	0	0	1.3111436950146627	1.9747983809610719	CSRNP1;JUN;EGR4;CEBPD;ARID5A;LIF;BMP6;HOPX;NR4A1;PER1;ZFP36;BHLHE40;ATF3
Regulation Of Interleukin-12 Production (GO:0032655)	1/50	0.22388186624120487	0.31579126396127843	0	0	4.051020408163265	6.062906014187368	HLA-B
Blood Circulation (GO:0008015)	1/50	0.22388186624120487	0.31579126396127843	0	0	4.051020408163265	6.062906014187368	BDKRB2
Cell Chemotaxis (GO:0060326)	1/50	0.22388186624120487	0.31579126396127843	0	0	4.051020408163265	6.062906014187368	NR4A1
Positive Regulation Of Fat Cell Differentiation (GO:0045600)	1/50	0.22388186624120487	0.31579126396127843	0	0	4.051020408163265	6.062906014187368	ZFP36
Intracellular Iron Ion Homeostasis (GO:0006879)	1/50	0.22388186624120487	0.31579126396127843	0	0	4.051020408163265	6.062906014187368	BMP6
Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	1/51	0.2278110801441641	0.3185393190189703	0	0	3.9698	5.872281352048959	OLFM4
Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	1/51	0.2278110801441641	0.3185393190189703	0	0	3.9698	5.872281352048959	CCN2
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	1/51	0.2278110801441641	0.3185393190189703	0	0	3.9698	5.872281352048959	HLA-B
Metaphase Plate Congression (GO:0051310)	1/51	0.2278110801441641	0.3185393190189703	0	0	3.9698	5.872281352048959	GEM
Receptor Internalization (GO:0031623)	1/51	0.2278110801441641	0.3185393190189703	0	0	3.9698	5.872281352048959	CXCL8
Rho Protein Signal Transduction (GO:0007266)	1/52	0.23172059782348092	0.3201088670963551	0	0	3.891764705882353	5.690627679908065	PLEKHG7
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	1/52	0.23172059782348092	0.3201088670963551	0	0	3.891764705882353	5.690627679908065	CHRM5
Regulation Of Protein Localization To Nucleus (GO:1900180)	1/52	0.23172059782348092	0.3201088670963551	0	0	3.891764705882353	5.690627679908065	LIF
Cartilage Development (GO:0051216)	1/52	0.23172059782348092	0.3201088670963551	0	0	3.891764705882353	5.690627679908065	GDF5
Sprouting Angiogenesis (GO:0002040)	1/52	0.23172059782348092	0.3201088670963551	0	0	3.891764705882353	5.690627679908065	NR4A1
Positive Regulation Of Telomere Maintenance (GO:0032206)	1/52	0.23172059782348092	0.3201088670963551	0	0	3.891764705882353	5.690627679908065	SLX1A
Regulation Of Cell Development (GO:0060284)	1/52	0.23172059782348092	0.3201088670963551	0	0	3.891764705882353	5.690627679908065	BHLHE40
mRNA Stabilization (GO:0048255)	1/53	0.23561051694391522	0.32492428065678874	0	0	3.816730769230769	5.5173713039326815	ZFP36
Regulation Of Exocytosis (GO:0017157)	1/54	0.2394809348002207	0.32801136555260213	0	0	3.7445283018867923	5.351984913808453	EXPH5
Organelle Disassembly (GO:1903008)	1/54	0.2394809348002207	0.32801136555260213	0	0	3.7445283018867923	5.351984913808453	RETREG1
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)	1/54	0.2394809348002207	0.32801136555260213	0	0	3.7445283018867923	5.351984913808453	SERPINE1
Monoatomic Anion Transmembrane Transport (GO:0098656)	1/54	0.2394809348002207	0.32801136555260213	0	0	3.7445283018867923	5.351984913808453	SLC5A1
Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531)	1/55	0.24333194816497314	0.33215430615388525	0	0	3.675	5.193983068037966	LIF
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	1/55	0.24333194816497314	0.33215430615388525	0	0	3.675	5.193983068037966	AMPD1
Protein Phosphorylation (GO:0006468)	4/500	0.24619177364498787	0.3345447429860203	0	0	1.6131526438310608	2.2610664971588945	MYLK2;LTK;CCL2;MYLK3
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	1/56	0.24716365340011948	0.3345447429860203	0	0	3.608	5.042918187347312	INAVA
Cellular Response To Peptide (GO:1901653)	1/56	0.24716365340011948	0.3345447429860203	0	0	3.608	5.042918187347312	ICAM1
Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	1/56	0.24716365340011948	0.3345447429860203	0	0	3.608	5.042918187347312	JUN
Positive Regulation Of Cellular Metabolic Process (GO:0031325)	1/56	0.24716365340011948	0.3345447429860203	0	0	3.608	5.042918187347312	CXCL8
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	2/190	0.24922377916274538	0.33676624949049966	0	0	2.1180958521384055	2.9428910073964882	RYR2;BMP6
RNA Catabolic Process (GO:0006401)	1/57	0.25097614633580545	0.33743281213041404	0	0	3.543392857142857	4.898376998074551	ZFP36
Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)	1/57	0.25097614633580545	0.33743281213041404	0	0	3.543392857142857	4.898376998074551	INAVA
Post-Transcriptional Regulation Of Gene Expression (GO:0010608)	1/57	0.25097614633580545	0.33743281213041404	0	0	3.543392857142857	4.898376998074551	PER1
Regulation Of Phagocytosis (GO:0050764)	1/58	0.254769522303297	0.3380110493924931	0	0	3.4810526315789474	4.75997736286793	OLFM4
Peptidyl-Threonine Phosphorylation (GO:0018107)	1/58	0.254769522303297	0.3380110493924931	0	0	3.4810526315789474	4.75997736286793	MYLK2
Response To Organic Cyclic Compound (GO:0014070)	1/58	0.254769522303297	0.3380110493924931	0	0	3.4810526315789474	4.75997736286793	CCL2
Selective Autophagy (GO:0061912)	1/58	0.254769522303297	0.3380110493924931	0	0	3.4810526315789474	4.75997736286793	RETREG1
Eye Development (GO:0001654)	1/58	0.254769522303297	0.3380110493924931	0	0	3.4810526315789474	4.75997736286793	CHRDL1
Positive Regulation Of Type II Interferon Production (GO:0032729)	1/58	0.254769522303297	0.3380110493924931	0	0	3.4810526315789474	4.75997736286793	PDE4B
mRNA Transport (GO:0051028)	1/58	0.254769522303297	0.3380110493924931	0	0	3.4810526315789474	4.75997736286793	ZFP36
Regulation Of Bone Mineralization (GO:0030500)	1/58	0.254769522303297	0.3380110493924931	0	0	3.4810526315789474	4.75997736286793	BMP6
Regulation Of miRNA Transcription (GO:1902893)	1/59	0.2585438762761898	0.34137097268585903	0	0	3.4208620689655174	4.627365451254883	JUN
Anterior/Posterior Pattern Specification (GO:0009952)	1/59	0.2585438762761898	0.34137097268585903	0	0	3.4208620689655174	4.627365451254883	BHLHE40
Regulation Of Programmed Cell Death (GO:0043067)	2/195	0.2585757740866768	0.34137097268585903	0	0	2.062699534202125	2.7899382855231205	AMIGO2;OLFM4
Negative Regulation Of Peptidase Activity (GO:0010466)	1/60	0.262299302604677	0.34370828567783956	0	0	3.3627118644067795	4.500213215171523	SERPINE1
Response To Retinoic Acid (GO:0032526)	1/60	0.262299302604677	0.34370828567783956	0	0	3.3627118644067795	4.500213215171523	LTK
Positive Regulation Of Phagocytosis (GO:0050766)	1/60	0.262299302604677	0.34370828567783956	0	0	3.3627118644067795	4.500213215171523	CCL2
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)	1/60	0.262299302604677	0.34370828567783956	0	0	3.3627118644067795	4.500213215171523	AMIGO2
Regulation Of DNA-templated Transcription (GO:0006355)	12/1922	0.26248369080372325	0.34370828567783956	0	0	1.2698864639096417	1.6985573759716293	PRDM8;NR4A1;CSRNP1;TCEAL7;PER1;JUN;EGR4;CEBPD;BHLHE40;ARID5A;ATF3;HOPX
Negative Regulation Of Viral Process (GO:0048525)	1/61	0.2660358953600109	0.34670000321651523	0	0	3.3065	4.378216119552628	ZFP36
Positive Regulation Of Interleukin-8 Production (GO:0032757)	1/61	0.2660358953600109	0.34670000321651523	0	0	3.3065	4.378216119552628	SERPINE1
Anterograde Trans-Synaptic Signaling (GO:0098916)	2/199	0.2660620671450123	0.34670000321651523	0	0	2.0204071168538174	2.6750708709821893	CHRM5;GRIK1
Phosphatidylinositol-Mediated Signaling (GO:0048015)	1/62	0.269753747980182	0.34924639835115345	0	0	3.2521311475409838	4.261091114242176	LTK
Fat Cell Differentiation (GO:0045444)	1/62	0.269753747980182	0.34924639835115345	0	0	3.2521311475409838	4.261091114242176	NR4A1
Glycerophospholipid Metabolic Process (GO:0006650)	1/62	0.269753747980182	0.34924639835115345	0	0	3.2521311475409838	4.261091114242176	PNPLA3
Regulation Of T Cell Activation (GO:0050863)	1/62	0.269753747980182	0.34924639835115345	0	0	3.2521311475409838	4.261091114242176	CCL2
Inorganic Anion Transmembrane Transport (GO:0098661)	1/63	0.2734529535275154	0.35346651870759227	0	0	3.1995161290322582	4.14857480293546	SLC5A1
Positive Regulation Of Interleukin-1 Production (GO:0032732)	1/64	0.2771336046199895	0.3576491462511582	0	0	3.1485714285714286	4.040421797845563	INAVA
Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509)	1/65	0.28079579333567617	0.36179457987481356	0	0	3.09921875	3.9364032354390255	LIF
Negative Regulation Of Endopeptidase Activity (GO:0010951)	1/66	0.2844396114654024	0.3635762283277958	0	0	3.0513846153846154	3.8363054312572706	SERPINE1
Regulation Of Endocytosis (GO:0030100)	1/66	0.2844396114654024	0.3635762283277958	0	0	3.0513846153846154	3.8363054312572706	OLFM4
Peptidyl-Threonine Modification (GO:0018210)	1/66	0.2844396114654024	0.3635762283277958	0	0	3.0513846153846154	3.8363054312572706	MYLK2
Cellular Response To Type II Interferon (GO:0071346)	1/66	0.2844396114654024	0.3635762283277958	0	0	3.0513846153846154	3.8363054312572706	CCL2
Response To Reactive Oxygen Species (GO:0000302)	1/66	0.2844396114654024	0.3635762283277958	0	0	3.0513846153846154	3.8363054312572706	JUN
Negative Regulation Of Cellular Process (GO:0048523)	4/537	0.28745566505128567	0.3658836977819232	0	0	1.4983075762557785	1.8679200366603257	NR4A1;CXCL8;CCN2;HOPX
Regulation Of Neurogenesis (GO:0050767)	1/67	0.28806515011934997	0.3658836977819232	0	0	3.005	3.739928669254431	BHLHE40
Peptidyl-Tyrosine Phosphorylation (GO:0018108)	1/67	0.28806515011934997	0.3658836977819232	0	0	3.005	3.739928669254431	LTK
Regulation Of Viral Genome Replication (GO:0045069)	1/67	0.28806515011934997	0.3658836977819232	0	0	3.005	3.739928669254431	CXCL8
Positive Regulation Of DNA-templated Transcription (GO:0045893)	8/1243	0.2912570665836922	0.3687180662955702	0	0	1.3000043533150494	1.6036190849102239	NR4A1;CSRNP1;PER1;JUN;EGR4;LIF;ATF3;BMP6
Aerobic Electron Transport Chain (GO:0019646)	1/68	0.2916725002039585	0.3687180662955702	0	0	2.96	3.6470860951483375	COX6A2
Telomere Maintenance (GO:0000723)	1/68	0.2916725002039585	0.3687180662955702	0	0	2.96	3.6470860951483375	SLX1A
Regulation Of Endopeptidase Activity (GO:0052548)	1/69	0.2952617520115507	0.37092257596451056	0	0	2.916323529411765	3.5576027208031498	SERPINE1
Regulation Of Heart Contraction (GO:0008016)	1/69	0.2952617520115507	0.37092257596451056	0	0	2.916323529411765	3.5576027208031498	RYR2
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)	1/69	0.2952617520115507	0.37092257596451056	0	0	2.916323529411765	3.5576027208031498	SHISA6
Phospholipid Metabolic Process (GO:0006644)	1/69	0.2952617520115507	0.37092257596451056	0	0	2.916323529411765	3.5576027208031498	PNPLA3
Positive Regulation Of Protein Phosphorylation (GO:0001934)	3/377	0.2969815113779679	0.37192218003193517	0	0	1.5981392557022809	1.9402775269189598	LIF;GDF5;BMP6
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)	1/70	0.2988329953987937	0.37192218003193517	0	0	2.873913043478261	3.4713145130595886	GDF5
Sensory Organ Development (GO:0007423)	1/70	0.2988329953987937	0.37192218003193517	0	0	2.873913043478261	3.4713145130595886	CHRDL1
Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775)	1/70	0.2988329953987937	0.37192218003193517	0	0	2.873913043478261	3.4713145130595886	COX6A2
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)	1/70	0.2988329953987937	0.37192218003193517	0	0	2.873913043478261	3.4713145130595886	CXCL8
Regulation Of Cellular Biosynthetic Process (GO:0031326)	1/70	0.2988329953987937	0.37192218003193517	0	0	2.873913043478261	3.4713145130595886	CXCL8
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	1/71	0.3023863198590657	0.37518302649180374	0	0	2.8327142857142857	3.3880675652468852	OLFM4
Myeloid Leukocyte Differentiation (GO:0002573)	1/71	0.3023863198590657	0.37518302649180374	0	0	2.8327142857142857	3.3880675652468852	LIF
Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	1/72	0.3059218144336837	0.37840175200720266	0	0	2.792676056338028	3.307717343348979	LIF
Negative Regulation Of Cell Adhesion (GO:0007162)	1/72	0.3059218144336837	0.37840175200720266	0	0	2.792676056338028	3.307717343348979	SERPINE1
Cellular Response To Reactive Oxygen Species (GO:0034614)	1/73	0.30943956761110974	0.3821649959436747	0	0	2.75375	3.230127997864633	JUN
Regulation Of mRNA Stability (GO:0043488)	1/74	0.3129396676237669	0.385894927560596	0	0	2.715890410958904	3.155171731276703	ZFP36
Regulation Of Fat Cell Differentiation (GO:0045598)	1/75	0.31642220211820793	0.3884022145084568	0	0	2.679054054054054	3.082728224607932	ZFP36
Regulation Of Stress Fiber Assembly (GO:0051492)	1/75	0.31642220211820793	0.3884022145084568	0	0	2.679054054054054	3.082728224607932	CCN2
Defense Response To Gram-negative Bacterium (GO:0050829)	1/75	0.31642220211820793	0.3884022145084568	0	0	2.679054054054054	3.082728224607932	SERPINE1
Positive Regulation Of Interleukin-6 Production (GO:0032755)	1/76	0.3198872584361592	0.39182170143214484	0	0	2.6432	3.012684106726311	INAVA
Apoptotic Process (GO:0006915)	2/228	0.32018265900611836	0.39182170143214484	0	0	1.7585590417448824	2.002758945534693	CSRNP1;EMP1
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)	1/77	0.3233349233565592	0.3926907528378756	0	0	2.6082894736842106	2.9449324719657453	S100A6
Chloride Transport (GO:0006821)	1/77	0.3233349233565592	0.3926907528378756	0	0	2.6082894736842106	2.9449324719657453	SLC5A1
Embryonic Organ Development (GO:0048568)	1/77	0.3233349233565592	0.3926907528378756	0	0	2.6082894736842106	2.9449324719657453	CXCL8
Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	1/77	0.3233349233565592	0.3926907528378756	0	0	2.6082894736842106	2.9449324719657453	NR4A1
Positive Regulation Of Synaptic Transmission (GO:0050806)	1/77	0.3233349233565592	0.3926907528378756	0	0	2.6082894736842106	2.9449324719657453	CCL2
Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	2/231	0.32574180417727217	0.3950172104955155	0	0	1.7352564950818226	1.9463508349285472	PER1;DUSP2
Long-Chain Fatty Acid Metabolic Process (GO:0001676)	1/78	0.3267652833403001	0.3956236262230546	0	0	2.5742857142857143	2.8793724329859995	PNPLA3
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	2/232	0.32759237380503076	0.3956236262230546	0	0	1.7276240667545015	1.9280029004726247	PER1;INAVA
Regulation Of Neuron Differentiation (GO:0045664)	1/79	0.3301784243727234	0.3956236262230546	0	0	2.541153846153846	2.8159087128385996	LTK
Positive Regulation Of Cytoskeleton Organization (GO:0051495)	1/79	0.3301784243727234	0.3956236262230546	0	0	2.541153846153846	2.8159087128385996	MYLK3
Positive Regulation Of Endocytosis (GO:0045807)	1/79	0.3301784243727234	0.3956236262230546	0	0	2.541153846153846	2.8159087128385996	SERPINE1
Positive Regulation Of Protein Localization To Membrane (GO:1905477)	1/79	0.3301784243727234	0.3956236262230546	0	0	2.541153846153846	2.8159087128385996	TNFAIP6
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322)	1/79	0.3301784243727234	0.3956236262230546	0	0	2.541153846153846	2.8159087128385996	INAVA
Negative Regulation Of Cellular Component Organization (GO:0051129)	1/79	0.3301784243727234	0.3956236262230546	0	0	2.541153846153846	2.8159087128385996	BMP6
Calcium Ion Transmembrane Transport (GO:0070588)	1/80	0.33357443199497844	0.39850496779192074	0	0	2.508860759493671	2.75445126797071	CACNA2D4
Response To Type II Interferon (GO:0034341)	1/80	0.33357443199497844	0.39850496779192074	0	0	2.508860759493671	2.75445126797071	CCL2
Regulation Of Interleukin-8 Production (GO:0032677)	1/81	0.3369533914141017	0.4007552170073044	0	0	2.477375	2.6949149402683514	SERPINE1
Macromolecule Modification (GO:0043412)	1/81	0.3369533914141017	0.4007552170073044	0	0	2.477375	2.6949149402683514	USP6
Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)	1/81	0.3369533914141017	0.4007552170073044	0	0	2.477375	2.6949149402683514	TCEAL7
Cellular Response To Organic Substance (GO:0071310)	1/82	0.3403153873337897	0.40415594005371774	0	0	2.4466666666666668	2.6372191381452827	CCL2
Regulation Of Inflammatory Response (GO:0050727)	2/240	0.3423474438898748	0.40596953523224094	0	0	1.6688736100500807	1.788914253269481	TNFAIP6;SERPINE1
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	1/83	0.3436605040190848	0.4069264289121417	0	0	2.4167073170731705	2.58128754036176	RYR2
Regulation Of Interleukin-1 Beta Production (GO:0032651)	1/84	0.34698882547106485	0.4087685773432876	0	0	2.3874698795180724	2.5270478215455485	INAVA
Positive Regulation Of Protein Ubiquitination (GO:0031398)	1/84	0.34698882547106485	0.4087685773432876	0	0	2.3874698795180724	2.5270478215455485	INAVA
Purine Ribonucleotide Metabolic Process (GO:0009150)	1/84	0.34698882547106485	0.4087685773432876	0	0	2.3874698795180724	2.5270478215455485	AMPD1
Regulation Of Kinase Activity (GO:0043549)	1/85	0.3503004350615984	0.4087685773432876	0	0	2.3589285714285713	2.4744314019592206	LTK
Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)	1/85	0.3503004350615984	0.4087685773432876	0	0	2.3589285714285713	2.4744314019592206	ZFP36
Positive Regulation Of Endothelial Cell Migration (GO:0010595)	1/85	0.3503004350615984	0.4087685773432876	0	0	2.3589285714285713	2.4744314019592206	RRAS
Establishment Of Protein Localization To Organelle (GO:0072594)	1/85	0.3503004350615984	0.4087685773432876	0	0	2.3589285714285713	2.4744314019592206	RYR2
Positive Regulation Of Protein Localization (GO:1903829)	1/85	0.3503004350615984	0.4087685773432876	0	0	2.3589285714285713	2.4744314019592206	LIF
mRNA Metabolic Process (GO:0016071)	1/85	0.3503004350615984	0.4087685773432876	0	0	2.3589285714285713	2.4744314019592206	ZFP36
Negative Regulation Of Cell Cycle (GO:0045786)	1/85	0.3503004350615984	0.4087685773432876	0	0	2.3589285714285713	2.4744314019592206	NR4A1
Positive Regulation Of Programmed Cell Death (GO:0043068)	2/245	0.3515197930807444	0.4095969762853891	0	0	1.6341189674523007	1.7084538283791204	JUN;GADD45B
Negative Regulation Of Angiogenesis (GO:0016525)	1/86	0.35359541597416516	0.41033008629399886	0	0	2.331058823529412	2.4233732103374237	SERPINE1
Negative Regulation Of Binding (GO:0051100)	1/86	0.35359541597416516	0.41033008629399886	0	0	2.331058823529412	2.4233732103374237	JUN
Organelle Organization (GO:0006996)	3/418	0.3536800370668423	0.41033008629399886	0	0	1.4372264568477993	1.493799462421304	PNPLA3;CCL2;GEM
Regulation Of Type II Interferon Production (GO:0032649)	1/87	0.35687385084489015	0.413438870431256	0	0	2.3038372093023254	2.3738114693889174	PDE4B
Regulation Of Endothelial Cell Migration (GO:0010594)	1/88	0.36013582189198173	0.4160189666683237	0	0	2.277241379310345	2.3256874936021084	RRAS
Positive Regulation Of Cell Adhesion (GO:0045785)	1/88	0.36013582189198173	0.4160189666683237	0	0	2.277241379310345	2.3256874936021084	LIF
Cellular Response To Peptide Hormone Stimulus (GO:0071375)	1/89	0.36338141098655935	0.41796660147810255	0	0	2.25125	2.2789455019176477	NR4A1
Regulation Of Vesicle-Mediated Transport (GO:0060627)	1/89	0.36338141098655935	0.41796660147810255	0	0	2.25125	2.2789455019176477	USP6
Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138)	1/89	0.36338141098655935	0.41796660147810255	0	0	2.25125	2.2789455019176477	LIF
Phosphorylation (GO:0016310)	3/429	0.3688535928794524	0.42365469810725676	0	0	1.3993245185398102	1.3956239781779007	LTK;CCL2;MYLK3
Regulation Of Endothelial Cell Proliferation (GO:0001936)	1/93	0.37620157104987745	0.4302504454112397	0	0	2.1529347826086958	2.1047740320130703	NR4A1
Regulation Of Peptidyl-Serine Phosphorylation (GO:0033135)	1/93	0.37620157104987745	0.4302504454112397	0	0	2.1529347826086958	2.1047740320130703	LIF
Positive Regulation Of Cellular Component Biogenesis (GO:0044089)	1/93	0.37620157104987745	0.4302504454112397	0	0	2.1529347826086958	2.1047740320130703	SLX1A
Cellular Response To Hormone Stimulus (GO:0032870)	1/94	0.37936646429876497	0.433253746159385	0	0	2.129677419354839	2.0641954116468115	ARID5A
T Cell Receptor Signaling Pathway (GO:0050852)	1/95	0.38251545825876765	0.4349963627157697	0	0	2.1069148936170214	2.0247161642746945	PDE4B
Positive Regulation Of Epithelial Cell Migration (GO:0010634)	1/95	0.38251545825876765	0.4349963627157697	0	0	2.1069148936170214	2.0247161642746945	RRAS
Recombinational Repair (GO:0000725)	1/95	0.38251545825876765	0.4349963627157697	0	0	2.1069148936170214	2.0247161642746945	SLX1A
Positive Regulation Of Supramolecular Fiber Organization (GO:1902905)	1/96	0.3856486321780265	0.4379399721343691	0	0	2.0846315789473686	1.9862965959816892	MYLK3
Negative Regulation Of Signal Transduction (GO:0009968)	2/267	0.3913239764405765	0.4437489274899712	0	0	1.4967791118734515	1.4043073167780342	CXCL8;GRB14
Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)	1/98	0.3918678339774621	0.4437489274899712	0	0	2.0414432989690723	1.9124866614141072	CNKSR2
Axon Development (GO:0061564)	1/99	0.39495401804480124	0.4459874023989048	0	0	2.0205102040816327	1.8770255527718125	S100A6
Cellular Response To Insulin Stimulus (GO:0032869)	1/99	0.39495401804480124	0.4459874023989048	0	0	2.0205102040816327	1.8770255527718125	GRB14
Positive Regulation Of Apoptotic Process (GO:0043065)	2/270	0.39667204819869945	0.44729919600526563	0	0	1.47979797979798	1.3682884167753662	JUN;GADD45B
Visual Perception (GO:0007601)	1/101	0.4010799403607288	0.451636235364182	0	0	1.9799	1.808825788213876	CACNA2D4
Calcium Ion Homeostasis (GO:0055074)	1/102	0.4041198324262492	0.45442286051846764	0	0	1.9601980198019802	1.7760253215884496	RYR2
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	1/103	0.407144447139396	0.4571845467878134	0	0	1.9408823529411765	1.7440521351863065	SLC5A1
Positive Regulation Of Inflammatory Response (GO:0050729)	1/104	0.4101538604798931	0.4592809245485154	0	0	1.9219417475728156	1.712878536758047	SERPINE1
Positive Regulation Of Kinase Activity (GO:0033674)	1/104	0.4101538604798931	0.4592809245485154	0	0	1.9219417475728156	1.712878536758047	LTK
Negative Regulation Of MAPK Cascade (GO:0043409)	1/105	0.4131481481032329	0.4619904187413063	0	0	1.9033653846153846	1.6824780011282794	DUSP2
Monoatomic Cation Transmembrane Transport (GO:0098655)	2/281	0.41609651593309055	0.4633883902712527	0	0	1.4206581948517432	1.2456871416516557	SLC6A17;CACNA2D4
Response To Calcium Ion (GO:0051592)	1/106	0.41612738529333887	0.4633883902712527	0	0	1.8851428571428572	1.6528251110148593	RYR2
Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	1/106	0.41612738529333887	0.4633883902712527	0	0	1.8851428571428572	1.6528251110148593	CCL2
Negative Regulation Of Translation (GO:0017148)	1/107	0.4190916468980488	0.46475818497383614	0	0	1.8672641509433963	1.6238955014429783	ZFP36
Positive Regulation Of T Cell Activation (GO:0050870)	1/107	0.4190916468980488	0.46475818497383614	0	0	1.8672641509433963	1.6238955014429783	CCL2
Monoatomic Ion Transport (GO:0006811)	1/107	0.4190916468980488	0.46475818497383614	0	0	1.8672641509433963	1.6238955014429783	PLP2
Inorganic Cation Transmembrane Transport (GO:0098662)	2/284	0.4213411837333811	0.46610023350138785	0	0	1.4053298946915969	1.214643999037714	SLC6A17;CACNA2D4
Positive Regulation Of Metabolic Process (GO:0009893)	1/108	0.42204100744901785	0.46610023350138785	0	0	1.8497196261682243	1.595665806622413	CNKSR2
Glycerophospholipid Biosynthetic Process (GO:0046474)	1/108	0.42204100744901785	0.46610023350138785	0	0	1.8497196261682243	1.595665806622413	PNPLA3
